MWB,REDU
56883|Monocleaceae,56883|Monocleaceae
568869|Streptomyces sanyensis,568869|Streptomyces sanyensis
56888|Dacrycarpus dacrydioides,56888|Dacrycarpus dacrydioides
568897|Ectothiorhodospira salini,568897|Ectothiorhodospira salini
56890|Dacrydium cupressinum,56890|Dacrydium cupressinum
56891|Lagarostrobos,56891|Lagarostrobos
56892|Lagarostrobos franklinii,56892|Lagarostrobos franklinii
56894|Microcachrys tetragona,56894|Microcachrys tetragona
56897|Afrocarpus falcatus,56897|Afrocarpus falcatus
56900|Phyllocladus hypophyllus,56900|Phyllocladus hypophyllus
56901|Podocarpus totara,56901|Podocarpus totara
56902|Prumnopitys,56902|Prumnopitys
5691|Trypanosoma brucei,5691|Trypanosoma brucei
56910|Herbertaceae,56910|Herbertaceae
56912|Porellaceae,56912|Porellaceae
56915|Calypogeia muelleriana,56915|Calypogeia muelleriana
56917|Dumortiera hirsuta,56917|Dumortiera hirsuta
56921|Haplomitrium mnioides,56921|Haplomitrium mnioides
56922|Herbertus,56922|Herbertus
56926|Lepidozia,56926|Lepidozia
56927|Lepidozia reptans,56927|Lepidozia reptans
5693|Trypanosoma cruzi,5693|Trypanosoma cruzi
56930|Lunularia,56930|Lunularia
56931|Lunularia cruciata,56931|Lunularia cruciata
56933|Makinoa crispata,56933|Makinoa crispata
569360|Fusarium sambucinum,569360|Fusarium sambucinum
56937|Monoclea gottschei,56937|Monoclea gottschei
569429|Phallusia nigra,569429|Phallusia nigra
569444|Ihlea,569444|Ihlea
569448|Salpa thompsoni,569448|Salpa thompsoni
569598|Stigmochelys pardalis,569598|Stigmochelys pardalis
569628|Dioscorea oppositifolia,569628|Dioscorea oppositifolia
569774|Anoectochilus roxburghii,569774|Anoectochilus roxburghii
569827|Dodonaea petiolaris,569827|Dodonaea petiolaris
569829|Dodonaea polyandra,569829|Dodonaea polyandra
569831|Majidea fosteri,569831|Majidea fosteri
569835|Zanha africana,569835|Zanha africana
56989|Agathis lanceolata,56989|Agathis lanceolata
56990|Agathis macrophylla,56990|Agathis macrophylla
56991|Agathis ovata,56991|Agathis ovata
56992|Araucaria angustifolia,56992|Araucaria angustifolia
56993|Araucaria bidwillii,56993|Araucaria bidwillii
56994|Araucaria cunninghamii,56994|Araucaria cunninghamii
56998|Wollemia nobilis,56998|Wollemia nobilis
570|Klebsiella,570|Klebsiella
57008|Sambucus canadensis,57008|Sambucus canadensis
570165|Briza elatior,570165|Briza elatior
570268|Nocardiopsis potens,570268|Nocardiopsis potens
570477|Diospyros austroafricana,570477|Diospyros austroafricana
570478|Diospyros batocana,570478|Diospyros batocana
570479|Diospyros chamaethamnus,570479|Diospyros chamaethamnus
570480|Diospyros crassiflora,570480|Diospyros crassiflora
570481|Diospyros dendo,570481|Diospyros dendo
570484|Diospyros ebenum,570484|Diospyros ebenum
570485|Diospyros fischeri,570485|Diospyros fischeri
570487|Diospyros iturensis,570487|Diospyros iturensis
570488|Diospyros kirkii,570488|Diospyros kirkii
570490|Diospyros monbuttensis,570490|Diospyros monbuttensis
570492|Diospyros rotundifolia,570492|Diospyros rotundifolia
570493|Diospyros sanza-minika,570493|Diospyros sanza-minika
570496|Diospyros squarrosa,570496|Diospyros squarrosa
570498|Diospyros zenkeri,570498|Diospyros zenkeri
570499|Euclea pseudebenus,570499|Euclea pseudebenus
57059|Tityus discrepans,57059|Tityus discrepans
5706|Phytomonas,5706|Phytomonas
570713|Alternaria phragmospora,570713|Alternaria phragmospora
570715|Alternaria oxytropis,570715|Alternaria oxytropis
570851|Xerotus discolor,570851|Xerotus discolor
570898|Carassius auratus,570898|Carassius auratus
57092|Thelomma mammosum,57092|Thelomma mammosum
57098|Cyclura cornuta,57098|Cyclura cornuta
571|Klebsiella oxytoca,571|Klebsiella oxytoca
57115|Myoporum,57115|Myoporum
57120|Bupleurum komarovianum,57120|Bupleurum komarovianum
571200|Exothea paniculata,571200|Exothea paniculata
57123|Reticulitermes virginicus,57123|Reticulitermes virginicus
571298|Pseudoruegeria lutimaris,571298|Pseudoruegeria lutimaris
571299|Lyonetiidae,571299|Lyonetiidae
571336|Lyonetia prunifoliella,571336|Lyonetia prunifoliella
571338|Macrochelys temminckii,571338|Macrochelys temminckii
571348|Balakata baccata,571348|Balakata baccata
57135|Sarcodon,57135|Sarcodon
57136|Sarcodon imbricatus,57136|Sarcodon imbricatus
571360|Arabis nova,571360|Arabis nova
57147|Fusarium merismoides,57147|Fusarium merismoides
57153|Neonectria coccinea,57153|Neonectria coccinea
571607|Daucus littoralis,571607|Daucus littoralis
571617|Laserpitium archangelica,571617|Laserpitium archangelica
57162|Fusarium striatum,57162|Fusarium striatum
571622|Laserpitium gallicum,571622|Laserpitium gallicum
571627|Laserpitium halleri,571627|Laserpitium halleri
571642|Scandix australis,571642|Scandix australis
571660|Kunzea flavescens,571660|Kunzea flavescens
571671|Kunzea pauciflora,571671|Kunzea pauciflora
571681|Leptospermum lanigerum,571681|Leptospermum lanigerum
571685|Leptospermum polygalifolium,571685|Leptospermum polygalifolium
571810|Actinopyga echinites,571810|Actinopyga echinites
571811|Actinopyga lecanora,571811|Actinopyga lecanora
571815|Stichopus hermanni,571815|Stichopus hermanni
571820|Astichopus multifidus,571820|Astichopus multifidus
571920|Lespedeza capitata,571920|Lespedeza capitata
57193|Cantharellus cinnabarinus,57193|Cantharellus cinnabarinus
57194|Cantharellus lateritius,57194|Cantharellus lateritius
57196|Cantharellus tabernensis,57196|Cantharellus tabernensis
57197|Craterellus,57197|Craterellus
57198|Craterellus odoratus,57198|Craterellus odoratus
57200|Craterellus tubaeformis,57200|Craterellus tubaeformis
57201|Cantharellaceae,57201|Cantharellaceae
572010|Slackia isoflavoniconvertens,572010|Slackia isoflavoniconvertens
57203|Sambucus adnata,57203|Sambucus adnata
572107|Sphenophorus levis,572107|Sphenophorus levis
572113|Galeopsis bifida,572113|Galeopsis bifida
572115|Phlomoides rotata,572115|Phlomoides rotata
572125|Phlomis floccosa,572125|Phlomis floccosa
572133|Phlomoides tuberosa,572133|Phlomoides tuberosa
572134|Phlomis umbrosa,572134|Phlomis umbrosa
572236|Eremophila glabra,572236|Eremophila glabra
572251|Fasciospongia,572251|Fasciospongia
572252|Fasciospongia cavernosa,572252|Fasciospongia cavernosa
572264|Bacillus cereus,572264|Bacillus cereus
572295|Cheilanthes sieberi,572295|Cheilanthes sieberi
57236|Aechmophorus occidentalis,57236|Aechmophorus occidentalis
57241|Fregata minor,57241|Fregata minor
572477|Allochromatium vinosum,572477|Allochromatium vinosum
572528|Protoreaster nodosus,572528|Protoreaster nodosus
572799|Acleris,572799|Acleris
572888|Recurvaria nanella,572888|Recurvaria nanella
572912|Vitula,572912|Vitula
573|Klebsiella pneumoniae,573|Klebsiella pneumoniae
573052|Dercitus,573052|Dercitus
573061|Clostridium cellulovorans,573061|Clostridium cellulovorans
573146|Cordia martinicensis,573146|Cordia martinicensis
573149|Cordia polycephala,573149|Cordia polycephala
573155|Cordia boissieri,573155|Cordia boissieri
57321|Nicotiana kawakamii,57321|Nicotiana kawakamii
57322|Nicotiana tomentosa,57322|Nicotiana tomentosa
573508|Aspergillus cristatus,573508|Aspergillus cristatus
573509|Elaeagnus commutata,573509|Elaeagnus commutata
573714|Baccharis trinervis,573714|Baccharis trinervis
573716|Crinum firmifolium,573716|Crinum firmifolium
573721|Crinum natans,573721|Crinum natans
573729|Thermothelomyces thermophilus,573729|Thermothelomyces thermophilus
57380|Bucerotidae,57380|Bucerotidae
573841|Sordaria araneosa,573841|Sordaria araneosa
573856|Zopfiella marina,573856|Zopfiella marina
57387|Momotidae,57387|Momotidae
5739|Hexamitidae,5739|Hexamitidae
573923|Fusarium,573923|Fusarium
574|Klebsiella pneumoniae,574|Klebsiella pneumoniae
574057|Clusia,574057|Clusia
57410|Colius colius,57410|Colius colius
57412|Colius striatus,57412|Colius striatus
57426|Momotus momota,57426|Momotus momota
574370|Pyrofomes demidoffii,574370|Pyrofomes demidoffii
57441|Micrathene whitneyi,57441|Micrathene whitneyi
574470|Actinopyga agassizi,574470|Actinopyga agassizi
574476|Thelenota anax,574476|Thelenota anax
574487|Musa itinerans,574487|Musa itinerans
574678|Oxalis purpurata,574678|Oxalis purpurata
5747|Eustigmatophyceae,5747|Eustigmatophyceae
5748|Nannochloropsis,5748|Nannochloropsis
574896|Rheum altaicum,574896|Rheum altaicum
574900|Gentiana thunbergii,574900|Gentiana thunbergii
574907|Parawixia bistriata,574907|Parawixia bistriata
57493|Kocuria,57493|Kocuria
574972|Psoroma tenue,574972|Psoroma tenue
57514|Silphidae,57514|Silphidae
57518|Agapetes hosseana,57518|Agapetes hosseana
575199|Caragana turkestanica,575199|Caragana turkestanica
57522|Cavendishia,57522|Cavendishia
575540|Isosphaera pallida,575540|Isosphaera pallida
57558|Heterodera zeae,57558|Heterodera zeae
575593|Lachnospiraceae bacterium oral taxon 500,575593|Lachnospiraceae bacterium oral taxon 500
575593|Lachnospiraceae sp. F0167,575593|Lachnospiraceae sp. F0167
575595|Lactobacillus crispatus,575595|Lactobacillus crispatus
575596|Lactobacillus crispatus,575596|Lactobacillus crispatus
575597|Lactobacillus crispatus,575597|Lactobacillus crispatus
575603|Lactobacillus gasseri,575603|Lactobacillus gasseri
575604|Lactobacillus gasseri,575604|Lactobacillus gasseri
575605|Lactobacillus jensenii,575605|Lactobacillus jensenii
575607|Lactobacillus jensenii,575607|Lactobacillus jensenii
575609|Peptoniphilus sp. F0131,575609|Peptoniphilus sp. F0131
575609|Peptoniphilus sp. oral taxon 386,575609|Peptoniphilus sp. oral taxon 386
575611|Prevotella buccae,575611|Prevotella buccae
575611|Prevotella buccae D17,575611|Prevotella buccae D17
575612|Prevotella melaninogenica,575612|Prevotella melaninogenica
575612|Prevotella melaninogenica D18,575612|Prevotella melaninogenica D18
575615|Prevotella sp. F0108,575615|Prevotella sp. F0108
575615|Prevotella sp. oral taxon 317,575615|Prevotella sp. oral taxon 317
575620|Heptacarpus,575620|Heptacarpus
575650|Talisia esculenta,575650|Talisia esculenta
57566|Plebeia,57566|Plebeia
57569|Salamandra,57569|Salamandra
5757|Acanthamoeba polyphaga,5757|Acanthamoeba polyphaga
57570|Salamandra atra,57570|Salamandra atra
57571|Salamandra salamandra,57571|Salamandra salamandra
57576|Hedysarum alpinum,57576|Hedysarum alpinum
57577|Trifolium pratense,57577|Trifolium pratense
575870|Pseudochlorodesmis furcellata,575870|Pseudochlorodesmis furcellata
5761|Naegleria,5761|Naegleria
576134|Phialocephala,576134|Phialocephala
576170|Acanthephyra purpurea,576170|Acanthephyra purpurea
576365|Xanthium sibiricum,576365|Xanthium sibiricum
57641|Scaphella junonia,57641|Scaphella junonia
57642|Siphonaria pectinata,57642|Siphonaria pectinata
576424|Cirsium setosum,576424|Cirsium setosum
57648|Quercus myrsinifolia,57648|Quercus myrsinifolia
57649|Acer buergerianum,57649|Acer buergerianum
57650|Acer tataricum,57650|Acer tataricum
57651|Acer oblongum,57651|Acer oblongum
57652|Acer spicatum,57652|Acer spicatum
57653|Acer tegmentosum,57653|Acer tegmentosum
57654|Sapindus,57654|Sapindus
57655|Sapindus mukorossi,57655|Sapindus mukorossi
57656|Acer tataricum,57656|Acer tataricum
57662|Sula sula,57662|Sula sula
576756|Anthoathecata,576756|Anthoathecata
576784|Streptomyces iranensis,576784|Streptomyces iranensis
57686|Acrolepiopsis assectella,57686|Acrolepiopsis assectella
576896|Australostichopus mollis,576896|Australostichopus mollis
576925|Clusia flava,576925|Clusia flava
576999|Intsia palembanica,576999|Intsia palembanica
577011|Luehea divaricata,577011|Luehea divaricata
577015|Bridelia balansae,577015|Bridelia balansae
577017|Bridelia cathartica,577017|Bridelia cathartica
577020|Bridelia glauca,577020|Bridelia glauca
577023|Bridelia micrantha,577023|Bridelia micrantha
577025|Bridelia ovata,577025|Bridelia ovata
577029|Bridelia stipularis,577029|Bridelia stipularis
57708|Phellinaceae,57708|Phellinaceae
577105|Arthroleptis poecilonotus,577105|Arthroleptis poecilonotus
57722|Anopterus macleayanus,57722|Anopterus macleayanus
57723|Acidobacteria,57723|Acidobacteria
57729|Alternaria,57729|Alternaria
57737|Axis porcinus,57737|Axis porcinus
577428|Myoporum laetum,577428|Myoporum laetum
577453|Polycephalomyces nipponicus,577453|Polycephalomyces nipponicus
577515|Rosa soulieana,577515|Rosa soulieana
577520|Rafflesia kerrii,577520|Rafflesia kerrii
577650|Desulfobulbus propionicus,577650|Desulfobulbus propionicus
577683|Banisteriopsis caapi,577683|Banisteriopsis caapi
578139|Boaedon lineatus,578139|Boaedon lineatus
5782|Dictyostelium,5782|Dictyostelium
578458|Schizophyllum commune,578458|Schizophyllum commune
578462|Allomyces macrogynus,578462|Allomyces macrogynus
578533|Terminalia buceras,578533|Terminalia buceras
578536|Combretum coccineum,578536|Combretum coccineum
578538|Combretum fragrans,578538|Combretum fragrans
578539|Combretum glutinosum,578539|Combretum glutinosum
578542|Combretum micranthum,578542|Combretum micranthum
578546|Guiera senegalensis,578546|Guiera senegalensis
578549|Terminalia brachystemma,578549|Terminalia brachystemma
578550|Terminalia ivorensis,578550|Terminalia ivorensis
578554|Terminalia myriocarpa,578554|Terminalia myriocarpa
578557|Terminalia stuhlmannii,578557|Terminalia stuhlmannii
578558|Terminalia tomentosa,578558|Terminalia tomentosa
578561|Thiloa glaucocarpa,578561|Thiloa glaucocarpa
578576|Leiopathes,578576|Leiopathes
578589|Metapenaeus bennettae,578589|Metapenaeus bennettae
578590|Metapenaeus macleayi,578590|Metapenaeus macleayi
5786|Dictyostelium purpureum,5786|Dictyostelium purpureum
578683|Pannaria sphinctrina,578683|Pannaria sphinctrina
578687|Psoroma hispidulum,578687|Psoroma hispidulum
578688|Psoroma implexum,578688|Psoroma implexum
578690|Psoroma pholidotoides,578690|Psoroma pholidotoides
5787|Dictyostelium giganteum,5787|Dictyostelium giganteum
578871|Arum korolkowii,578871|Arum korolkowii
578936|Tagetes tenuifolia,578936|Tagetes tenuifolia
5790|Physarum,5790|Physarum
5791|Physarum polycephalum,5791|Physarum polycephalum
57912|Agrimonia eupatoria,57912|Agrimonia eupatoria
57916|Chamaerhodos erecta,57916|Chamaerhodos erecta
57917|Filipendula ulmaria,57917|Filipendula ulmaria
57918|Fragaria vesca,57918|Fragaria vesca
57919|Geum urbanum,57919|Geum urbanum
57921|Hagenia abyssinica,57921|Hagenia abyssinica
57926|Potentilla anserina,57926|Potentilla anserina
5793|Didymium iridis,5793|Didymium iridis
57933|Potentilla reptans,57933|Potentilla reptans
57935|Rosa majalis,57935|Rosa majalis
57936|Rubus chamaemorus,57936|Rubus chamaemorus
57937|Sanguisorba,57937|Sanguisorba
57939|Potentilla fragarioides,57939|Potentilla fragarioides
57940|Potentilla erecta,57940|Potentilla erecta
57943|Alchemilla alpina,57943|Alchemilla alpina
57948|Dryas octopetala,57948|Dryas octopetala
57967|Balansia claviceps,57967|Balansia claviceps
57971|Leiobunidae,57971|Leiobunidae
57975|Burkholderia thailandensis,57975|Burkholderia thailandensis
57982|Cetorhinus maximus,57982|Cetorhinus maximus
57983|Isurus oxyrinchus,57983|Isurus oxyrinchus
57985|Megachasma pelagios,57985|Megachasma pelagios
579917|Melampodium cinereum,579917|Melampodium cinereum
579919|Melampodium cinereum hirtellum,579919|Melampodium cinereum hirtellum
58000|Cryptolestes ferrugineus,58000|Cryptolestes ferrugineus
580046|Lasallia hispanica,580046|Lasallia hispanica
58019|Pinopsida,58019|Pinopsida
58027|Agathis australis,58027|Agathis australis
58028|Agathis palmerstonii,58028|Agathis palmerstonii
58029|Cephalotaxus harringtonia,58029|Cephalotaxus harringtonia
58030|Chamaecyparis lawsoniana,58030|Chamaecyparis lawsoniana
58031|Cycas rumphii,58031|Cycas rumphii
580318|Mitrephora glabra,580318|Mitrephora glabra
58033|Dioon edule,58033|Dioon edule
580341|Dracaena cambodiana,580341|Dracaena cambodiana
58037|Falcatifolium,58037|Falcatifolium
58038|Falcatifolium taxoides,58038|Falcatifolium taxoides
58039|Juniperus communis,58039|Juniperus communis
58041|Pinus cembra,58041|Pinus cembra
58042|Pinus nigra,58042|Pinus nigra
58043|Podocarpus macrophyllus,58043|Podocarpus macrophyllus
58046|Platycladus orientalis,58046|Platycladus orientalis
580465|Koenigia divaricata,580465|Koenigia divaricata
58047|Torreya grandis,58047|Torreya grandis
580473|Persicaria odorata,580473|Persicaria odorata
58048|Polypodium vulgare,58048|Polypodium vulgare
5807|Cryptosporidium parvum,5807|Cryptosporidium parvum
580878|Mylabris cichorii,580878|Mylabris cichorii
580879|Mylabris phalerata,580879|Mylabris phalerata
58090|Muhlenbergia,58090|Muhlenbergia
581030|Thalictrum minus hypoleucum,581030|Thalictrum minus hypoleucum
581057|Botrylloides violaceus,581057|Botrylloides violaceus
581059|Polyandrocarpa zorritensis,581059|Polyandrocarpa zorritensis
581062|Symplegma rubra,581062|Symplegma rubra
581072|Polyzoa opuntia,581072|Polyzoa opuntia
581073|Stolonica,581073|Stolonica
581074|Stolonica socialis,581074|Stolonica socialis
58114|Glycomyces harbinensis,58114|Glycomyces harbinensis
58115|Glycomyces rutgersensis,58115|Glycomyces rutgersensis
58117|Microbispora rosea,58117|Microbispora rosea
581188|Monocillium,581188|Monocillium
581244|Asperugo procumbens,581244|Asperugo procumbens
581245|Chenopodium strictum,581245|Chenopodium strictum
581246|Corydalis cava,581246|Corydalis cava
581247|Dicentra canadensis,581247|Dicentra canadensis
581249|Potentilla aurea,581249|Potentilla aurea
581250|Stellaria holostea,581250|Stellaria holostea
581251|Geranium molle,581251|Geranium molle
58127|Helminthosporium,58127|Helminthosporium
58154|Ostreopsidaceae,58154|Ostreopsidaceae
58156|Coolia monotis,58156|Coolia monotis
581624|Argyroploce,581624|Argyroploce
58168|Bambusa vulgaris,58168|Bambusa vulgaris
